date,views,likes,comments,shares,total engagements,engagement rate %,company name,post topic,post url,post content,number of faces,face emotion,face position,face area %,objects,number of objects,object 1,object 1 position,object 1 area %,object 2,object 2 position,object 2 area %,text length,dominant colour,cta,cta position,cta area %,logos,logo 1 name,logo 1 position,logo 1 area %,logo 2 name,logo 2 position,logo 2 area %,number of persons,person area %
2023-10-07,1026,6,1,0,7,0.69,HCL,Sports,https://twitter.com/hcltech/status/1710626860290424879,"Coming this Thursday at noon: the biggest production in the history of 1JD Films.

From the moment his 2022 season ended to the 2023 opener, we were there for every step of 
@BreeceH
's journey.",2,Joy,top-center,6.311858077,"Helmet, Hat",2,Helmet,center,45.23654745,Hat,center,43.40952686,59,lavender,,,,,,,,,,,0,0
2023-10-14,720,6,0,0,6,0.84,HCL,Events,https://twitter.com/hcltech/status/1713064613959328212,⭐ Here's to all our young stars who shone brightly this summer! ✨,10,Joy,center-left,0.1384735107,"Person, Person, Person, Person, Person, Person, Person, Person, Person, Person",10,Person,bottom-center,9.567402263,Person,bottom-right,5.215820762,70,gray,,,,,,,,,,,10,36.40647846
2023-10-04,2575,4,0,0,4,0.16,Deloitte,Offerings,https://twitter.com/Deloitte/status/1709599271454982274,"A tremendous Day 2 at #OYW2023. 🌍 Deloitte’s 
@efaberusa
 and 
@jahenry1
 put a main stage spotlight on #education. Together, we can create a more equitable and sustainable future for all. Follow 
@Deloitte
 to discover more 📲 #SDG4 #SDG13 https://deloi.tt/3LMuMKA",1,Joy,top-right,0.3616071429,"Person, Person, Outerwear, Hat",4,Person,center,1.340274823,Person,center-right,6.945828029,160,gainsboro,,,,Deloitte,Deloitte,top-left,1.540178571,,,,2,8.286102852
2023-10-04,3448,7,0,0,7,0.21,Deloitte,Sports,https://twitter.com/Deloitte/status/1709523759504171365,There is a whopping $2.75 trillion differential between getting digital transformation right and wrong. Explore Deloitte’s recent article evaluating investments in technology for a promising future. https://deloi.tt/3ZDwmEh,,,,,Football,1,Football,center-right,2.105011531,,,,222,black,,,,Deloitte,Deloitte,top-left,1.470238095,,,,0,0
2023-10-05,2707,8,0,0,8,0.3,Deloitte,Offerings,https://twitter.com/Deloitte/status/1709961648960639131,"Day 3 at #OYW2023 🌍: Climate Crisis and Mental Health sessions, 
@JunkKouture
 passion fruit brilliance, workshops and a Deloitte ‘Community Dine Around’ at 
@TheMACBelfast
. 

Today: we are creating ways to build peace around the world 🕊 
https://deloi.tt/46z0e6Y",1,Joy,top-right,0.3616071429,"Person, Person, Outerwear, Hat",4,Person,center,1.340274823,Person,center-right,6.945828029,160,gainsboro,,,,Deloitte,Deloitte,top-left,1.540178571,,,,2,8.286102852
2023-10-09,597,2,1,0,3,0.51,HCL,Sports,https://twitter.com/hcltech/status/1711309685092164087,"🏋‍♂️ Watch Breece Hall's inspiring journey, from the moment his 2022 season ended to the 
@nyjets
' 2023 opener, in this exclusive behind-the-scenes documentary, tracing every step of 
@BreeceH
's recovery.⏩#HCLTechAtMetLifeStadium #NewYorkJets",1,Joy,center-right,8.588583362,Helmet,1,Helmet,center-right,33.69869976,,,,69,gainsboro,WATCH NOW ON,bottom-left,0.8162199791,YouTube,YouTube,bottom-left,0.7309432649,,,,0,0
2023-10-06,2793,6,1,0,7,0.26,Deloitte,Offerings,https://twitter.com/Deloitte/status/1710263636688511129,Sustainability is not just about what you report—it's about what you do. There is a need for driving true and lasting change in organizations. Learn more about sustainability and steps to drive behavior change. #IntegratingSustainability https://deloi.tt/48KkNz6,1,Joy,center-right,6.235587393,"Glasses, Person",2,Person,center-right,39.56252794,Glasses,top-right,2.209207879,194,silver,,,,Deloitte,Deloitte,top-left,1.196217765,,,,1,39.56252794
2023-10-09,710,2,0,0,2,0.29,HCL,Sports,https://twitter.com/hcltech/status/1711369694136201535,🎞️And watch how Breece Hall returned stronger and better than ever. New and improved.🌟,1,Joy,center-right,8.588583362,Helmet,1,Helmet,center-right,33.69869976,,,,69,gainsboro,WATCH NOW ON,bottom-left,0.8162199791,YouTube,YouTube,bottom-left,0.7309432649,,,,0,0
2023-10-09,5022,12,1,0,13,0.26,Deloitte,Events,https://twitter.com/Deloitte/status/1711335699486556457,"2 years in a row! Deloitte received an Overall: Strong rating with 4 out of 6 categories in the 2023 Vendor Rating by 
@Gartner_inc
. Discover why by reading the full report.",,,,,,,,,,,,,85,darkgray,,,,Deloitte,Deloitte,bottom-center,1.391652249,,,,,
2023-10-11,3291,23,1,0,24,0.73,Cognizant,Awards & Recognition,https://twitter.com/Cognizant/status/1711819149360366061,"Less than one week until we will be immersed into a world of discovery around the transformative impact generative AI will have on leadership, business models and the future of work.
 
How has generative AI inspired you in your work?",,,,,,,,,,,,,93,midnightblue,Learn more,bottom-left,0.5093449931,,,,,,,,,
2023-10-11,3395,5,0,0,5,0.15,Deloitte,Offerings,https://twitter.com/Deloitte/status/1712090673350844629,"Practice isn't about achieving perfection; it's about being prepared."" Learn how Deloitte's solution aided a tech company in identifying cybersecurity incidents and how it can be applied to isolate and mitigate them. #GRAClientStory #Cyber",,,,,"Wheel, Tire, License plate",3,Wheel,bottom-right,1.18768294,Tire,bottom-right,1.97498381,193,silver,,,,Deloitte,Deloitte,top-left,1.228280802,,,,0,0
2023-10-12,4566,20,0,0,20,0.44,Cognizant,Offerings,https://twitter.com/Cognizant/status/1712060736879358132,"In support of #TechInPink2023, 3,500+ associates volunteered through Cognizant Outreach to support ‘Node Code Breakers: looking for patterns in lymph nodes’ and improve their AI model used in studying breast cancer.",4,Joy,center,0.7563694268,"Person, Person, Person, Person, Person",5,Person,center,2.219189951,Person,bottom-center,2.116731044,259,midnightblue,,,,,,,,,,,5,10.82232525
2023-10-03,2823,7,0,0,7,0.25,Deloitte,Sports,https://twitter.com/Deloitte/status/1709191574901449029,"What an incredible first day at this year’s 
@OneYoungWorld
 Summit. From touring Belfast’s sparkling city to connecting with delegates and experiencing an outstanding opening ceremony✨—#OYW2023 is here! Follow 
@Deloitte
 to learn more! https://deloi.tt/3Q3Ec73",,,,,Ball,1,Ball,center-right,2.135520048,,,,202,black,,,,Deloitte,Deloitte,top-left,1.470238095,,,,0,0
2023-10-05,3062,8,0,0,8,0.27,Deloitte,Offerings,https://twitter.com/Deloitte/status/1709916358459244951,"What does it take to tackle society's big problems? Industry experts, Bill Eggers and Don Kettl discuss the skills of future leaders in our debut episode of Government's Future Frontiers podcast series. Listen now: https://deloi.tt/3RKsC1L",,,,,Ship,1,Ship,center-right,33.28429312,,,,197,black,Learn more,bottom-left,0.1702786378,Deloitte,Deloitte,top-left,1.278637771,,,,0,0
2023-10-10,3864,6,1,0,7,0.19,Deloitte,ESG,https://twitter.com/Deloitte/status/1711713188922695768,We’re delighted ITR has listed 660 Deloitte practitioners as ITR World Tax Leaders—congratulations to all our colleagues for this recognition of your excellent client service! https://deloi.tt/3ZMzuxG,,,,,Packaged goods,1,Packaged goods,center-right,30.96032688,,,,99,darkolivegreen,,,,Deloitte,Deloitte,top-left,1.540178571,,,,0,0
2023-10-02,1268,13,0,0,13,1.03,Capgemini,ESG,https://twitter.com/Capgemini/status/1708757519395344706,"We celebrate October as #ImpactTogetherMonth. 💖 Over the past 7 years, this volunteering initiative has grown into a global movement in 50+ countries. 🌍 

Here's a glimpse of the impact our colleagues have made. 

#LifeAtCapgemini #4PositiveFutures",,,,,"Animal, Animal, Animal",3,Animal,center-right,1.340865246,Animal,center,1.016101153,85,darkslategray,,,,,,,,,,,0,0
2023-10-04,819,5,0,0,5,0.62,Capgemini,Sports,https://twitter.com/Capgemini/status/1709508717740220656,"🏈 Two of our colleagues, Charlie and Takashi, share how today's tech landscape fuels their passion for #rugby. 
Read how technology can be a great equalizer of opportunities for fans across the world: https://bit.ly/48AyVe6

#RWC2023 #SportsTech",,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-03,1779,10,0,0,10,0.57,Infosys,Deals,https://twitter.com/Infosys/status/1709093428611440992,"Outsourcing is a suitable option for #telecom OEMs to save time, effort, and costs related to end-to-end product management when they pick a trusted vendor. http://infy.com/46AKXm0 #InfyEngineeringServices",1,Joy,center-right,1.225618185,Person,1,Person,center-right,6.186505501,,,,300,goldenrod,,,,Microsoft Corporation,Microsoft Corporation,top-right,1.404546153,,,,1,6.186505501
2023-10-04,1398,6,2,0,8,0.58,Infosys,Offerings,https://twitter.com/Infosys/status/1709531313768739053,"In a new article for 
@RetailBanker
, Infosys’ Balakrishna D. R. explores how AI in financial services can boost investment decisions, streamline processes, prevent fraud and enhance customer experiences. Read more in the full article here:",4,Joy,center-right,0.6773153125,"Person, Person, Person, Table, Person, Table top",6,Person,center,21.63557077,Person,center-right,17.93996295,61,gray,,,,Infosys,Infosys,top-left,1.412993396,,,,4,66.92426292
2023-10-05,309,2,1,0,3,0.98,Infosys,Offerings,https://twitter.com/Infosys/status/1709825756979732776,"Explore different ways of how organizations are driving #digitaltransformation by elevating quality engineering standards. 

Be ready to navigate your next. 

http://infy.com/46itVJH
#QualityEngineering #InfyTesting #AIFirstQuality",3,Joy,center-right,0.9030870834,"Person, Person, Handbag, Luggage & bags, Bag",5,Person,center-right,15.69818534,Person,center,15.26819255,106,darkslategray,,,,Infosys,Infosys,top-left,1.225618185,,,,2,30.96637789
2023-10-05,877,3,0,0,3,0.35,Infosys,Offerings,https://twitter.com/Infosys/status/1709840856167981182,"Be a catalyst of change with the Infosys REF-OR-M SEGWAY solution. A smart #wastemanagement solution built on #Dynamics365, #Microsoft365 & #PowerPlatform that provides digital experience layers for every stakeholder in the waste management ecosystem. http://infy.com/3Q3Uhti",,,,,Person,1,Person,bottom-right,33.75933791,,,,127,darkslategray,,,,Infosys,Infosys,top-left,1.283980955,,,,1,33.75933791
2023-10-05,866,2,0,0,2,0.24,Infosys,Offerings,https://twitter.com/Infosys/status/1709848406909128925,"Explore how Infosys’ Topaz AI suite accelerates business value and moves beyond the AI hype in Infosys’ Balakrishna D. R.’s Q&A with 
@AIMagazine_BC
 here:",,,,,"Person, Waste container",2,Person,center-right,17.85388421,Waste container,bottom-right,11.33390138,100,dimgray,,,,Infosys,Infosys,top-left,1.612655506,,,,1,17.85388421
2023-10-06,2332,10,1,0,11,0.48,Infosys,Thought Leader,https://twitter.com/Infosys/status/1710188144610414864,"Microsoft showcases Infosys’ Sales Transformation as a pioneering technology shift across its global digital properties.
Watch Karmesh Vaswani and Srividhya V.S. as they talk about innovative strategies that reshaped Infosys’ Sales landscape.
Read here. http://bit.ly/3tlveJn",1,Joy,center-right,2.51919828,Person,1,Person,center-right,4.617639775,,,,106,darkorchid,,,,,,,,,,,1,4.617639775
2023-10-09,2260,9,0,0,9,0.4,Infosys,Offerings,https://twitter.com/Infosys/status/1711308983816823125,"#iCETS celebrated the Tech Fest at Bangalore along with three startup partners of #InfosysInnovationNetwork - http://Yellow.ai, http://Kore.ai, & Fortytwo Labs. The fest packed workshops, panel discussions, sessions, & exhibitions. http://infy.com/3POAlcx",1,Joy,top-right,2.335662725,Person,1,Person,center-right,44.63193407,,,,81,darkslategray,,,,,,,,,,,1,44.63193407
2023-10-10,1792,4,1,0,5,0.28,Infosys,Topical,https://twitter.com/Infosys/status/1711690542822621424,"Stories of resilience and strength - This #WorldMentalHealth day, join us as Infoscions share their #InspringStories about their willingness to push through to find #StrengthWithin. ✨ It's time to come together (cont) http://spkl.io/l/60174WMdd",,,,,"Animal, Animal, Animal, Animal",4,Animal,center,8.44456976,Animal,center-left,5.137717018,88,silver,,,,Infosys,Infosys,top-center,1.352592593,,,,0,0
2023-10-10,2202,10,0,0,10,0.46,Infosys,Topical,https://twitter.com/Infosys/status/1711633631108649311,Liz is a diversity & inclusion enthusiast here at Infosys. Explore how our global team is a testament to the strength of different voices coming together as one! Join Infosys & feel inspired to build what’s next. http://infy.com/46kzOGv #ThisIsInfosys #BuildWhatsNext #Careers,,,,,"Giraffe, Giraffe, Animal, Animal",4,Giraffe,center-right,15.26461664,Giraffe,center,10.82000201,112,blanchedalmond,,,,Infosys,Infosys,top-center,1.34726786,,,,0,0
2023-10-11,2557,11,1,0,12,0.47,Infosys,Q-Results,https://twitter.com/Infosys/status/1712052929450901835,"Discover how AI integration and cloud-based automation are revolutionizing QR code and barcode scanning on mobile devices. 
Read the insightful blog post authored by Gowrisankar Rajendran. http://infy.com/48RtuYm
#InfyTesting #AIFirstQuality #ConnectedDevice",,,,,,,,,,,,,107,dodgerblue,,,,Infosys,Infosys,top-center,0.6665642758,,,,,
2023-10-11,1423,4,1,0,5,0.36,Infosys,Topical,https://twitter.com/Infosys/status/1712098231474151718,Turn your dreams into plans and your cant’s into cans! 💪 Keep your self-confidence high and your worries small. #WorldMentalHealthDay2023 #ForwardwithInfosys,,,,,"Person, Person, Person, Person, Person, Person",6,Person,bottom-right,5.22568255,Person,bottom-center,4.887731373,67,blanchedalmond,,,,Infosys,Infosys,top-center,1.437567194,,,,6,30.36821757
2023-10-12,203,2,0,0,2,0.99,Infosys,Offerings,https://twitter.com/Infosys/status/1712362470810034196,"Discover the future of sustainable business with Infosys and 
@economistimpact
’s innovative Value Chain Navigator, empowering companies to tackle emissions head-on. Read more in 
@Fintech_Global
 here. #sustainability",,,,,,,,,,,,,103,darkslategray,,,,Infosys,Infosys,top-left,1.430655813,,,,,
2023-10-13,2482,5,0,0,5,0.21,Infosys,Offerings,https://twitter.com/Infosys/status/1712762606350483465,"Infosys Drug 360 solution is tailored to suit the design and development of drugs by Pharmaceutical and Contract Research Organizations to effectively manage pre-production stages of their Product Lifecycle Management (PLM).
To know more: http://infy.com/3ZQWwU5",,,,,Home appliance,1,Home appliance,center,22.04827434,,,,127,darkslategray,,,,Infosys,Infosys,top-left,1.276049383,,,,0,0
2023-10-13,4201,13,1,0,14,0.34,Infosys,Topical,https://twitter.com/Infosys/status/1712770159138558326,"Sometimes it’s all about respecting one’s space! No pressure, just love and support.💖 
#WorldMentalHealthDay #ForwardwithInfosys",,,,,"Animal, Animal, Animal, Giraffe, Animal, Animal",6,Animal,bottom-center,6.038980565,Animal,center,6.895535036,93,mediumaquamarine,"talk now?""",top-left,0.137037037,Infosys,Infosys,top-center,1.381358025,,,,0,0
2023-10-06,1014,3,1,0,4,0.4,HCL,Events,https://twitter.com/hcltech/status/1710202795968606382,"Meet some of the women supercharging progress at HCLTech! ♀💪🚀

Witness the inspiring stories of Mona Jain, Akanksha Nayyar, Ankita Banerjee, Arti Katiyar Yadav, Komal Verma and Shivani Srivastava from our Noida, India, campus.

Watch their feature on 
@CNBCTV18Live
's ""Future Female Forward - The Women's Collective,"" where they share experiences of transforming obstacles into launchpads, truly embodying the essence of #ShePowersProgress.

🔥 They not only inspire us to find our spark but ignite it",,,,,Building,1,Building,center,83.07221296,,,,110,dimgray,,,,,,,,,,,0,0
2023-10-12,3228,10,2,0,12,0.38,HCL,Q-Results,https://twitter.com/hcltech/status/1712350729212666363,"📊 We will announce our financial results for Q2 FY24 today, October 12. #HCLTechQ2 📈

▶ Join us virtually to watch the press conference live from 6 PM IST/8:30 AM EST onwards, where our leaders will discuss our performance for the quarter. #SuperchargingProgress 🚀",,,,,,,,,,,,,86,royalblue,,,,,,,,,,,,
2023-10-03,3234,6,6,0,12,0.38,Deloitte,Events,https://twitter.com/Deloitte/status/1709226082975600948,"Is education the future? 🌍💻 We asked some of our #OYWAmbassadors from around the globe their thoughts on the importance of #education. Read their inspiring perspectives in the latest OYW blog series. https://deloi.tt/3PE1bUB

#education #SDG4",,,,,,,,,,,,,85,darkgray,,,,Deloitte,Deloitte,bottom-center,1.683060109,,,,,
2023-10-03,3950,5,0,0,5,0.13,Deloitte,Events,https://twitter.com/Deloitte/status/1708995277389004894,"Ready for the future of mobility? Dive into our report on #SoftwareDefinedVehicles, uncovering the challenges and opportunities of this transformative revolution. #FutureOfVehicles #SDVRevolution #SDVs",,,,,,,,,,,,,85,dimgray,,,,Deloitte,Deloitte,top-left,1.658731378,,,,,
2023-10-04,2676,3,0,0,3,0.12,Deloitte,Awards & Recognition,https://twitter.com/Deloitte/status/1709614364695699588,"#Hotels are taking action to reduce single-use plastics, process food waste, donate, recycle, and compost. #Sustainable #hospitality is crucial for your business and the communities you serve. https://deloi.tt/3LzifKl",,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-05,1331,8,0,0,8,0.61,Deloitte,ESG,https://twitter.com/Deloitte/status/1709886147604689085,"Fans are back, and matchday revenues soared! Discover how the return of spectators boosted club finances: https://deloi.tt/45bJRMk #FootballFinance #DeloitteInSports #SportsBusiness",,,,,Packaged goods,1,Packaged goods,center-right,30.92793957,,,,101,darkolivegreen,,,,Deloitte,Deloitte,top-left,1.611111111,,,,0,0
2023-10-10,3099,6,0,0,6,0.2,Deloitte,Offerings,https://twitter.com/Deloitte/status/1711773585637851627,"1 in 8 people globally are living with #MentalHealth conditions. Mental health is a universal human right, and the workplace has a role to play in enabling that   right. Learn more about what employers can do. https://deloi.tt/46pXnxB 

#GenZMillennialSurvey #stigma #WMHD 
@WHO",1,Joy,top-right,0.3616071429,"Person, Person, Outerwear, Hat",4,Person,center,1.340274823,Person,center-right,6.945828029,160,gainsboro,,,,Deloitte,Deloitte,top-left,1.540178571,,,,2,8.286102852
2023-10-11,4811,10,2,0,12,0.25,Deloitte,Topical,https://twitter.com/Deloitte/status/1711849161350344895,"Deloitte is recognized in the 
@Gartner
 Magic Quadrant™️ for Finance & Accounting BPO Services 2023! Explore the full report.",1,Joy,center-right,1.224279835,"Person, Overall, Jeans, Top",4,Person,bottom-right,13.93962948,Overall,bottom-center,6.733560739,122,dimgray,,,,Deloitte,Deloitte,top-left,2.019547325,,,,1,13.93962948
2023-10-13,3942,7,0,0,7,0.18,Deloitte,D&I,https://twitter.com/Deloitte/status/1712785251888431605,"Deloitte's Sukainah Osman and leading cocoa manufacturer 
@BarryCallebaut
 are spearheading a program to teach women of rural Indonesia the skills to support their businesses and families. Find out how: https://deloi.tt/490on8C

#WorldClass #education",2,Joy,top-center,6.79196744,"Person, Hat, Person",3,Person,center-right,19.08629657,Hat,center-right,3.68910113,144,rosybrown,,,,Deloitte,Deloitte,top-left,1.875287974,,,,2,49.87030547
2023-10-13,5730,10,0,0,10,0.18,Deloitte,Offerings,https://twitter.com/Deloitte/status/1712817134194020588,Legacies are built over generations. Discover how we help to prepare yours. Visit https://deloi.tt/3RR3g2m,2,Joy,center,0.1651987768,"Person, Person, Person, Pants, Shoe, Shoe, Person, Top",8,Person,center,9.042302991,Person,center,6.950054134,142,saddlebrown,,,,Deloitte,Deloitte,bottom-right,3.152140673,,,,4,52.91354513
2023-10-10,15200,81,15,0,96,0.64,TCS,Q-Results,https://twitter.com/TCS/status/1711711581816734198,"Q2 FY24 Earnings:

Q2 FY24 Revenue: at Rs. 59,692 crore; up 7.9% Y-o-Y

Q2 FY24 Revenue: In Constant Currency terms up 2.8% Y-o-Y

Q2 FY24 Revenue at $ 7,210 million; up 4.8 % Y-o-Y

Q2 FY24 Net Profit at Rs. 11,342 crore; up 8.7% Y-o-Y #TCSQ2",4,Joy,top-center,0.6489197531,"Person, Person, Person, Person, Clothing",5,Person,top-center,2.97145758,Person,top-left,2.799041754,110,royalblue,,,,Tata Consultancy Services,Tata Consultancy Services,top-left,0.5138888889,,,,4,11.17196053
2023-10-16,3383,5,1,0,6,0.18,Infosys,Topical,https://twitter.com/Infosys/status/1713849771054465461,"Count your blessings, whether big or small and watch your mood change overall. What are you grateful for today? 
#WorldMentalHealthDay #ForwardwithInfosys",,,,,"Person, Animal",2,Person,center,8.503884257,Animal,center-right,4.424044014,105,linen,,,,Infosys,Infosys,top-center,1.37308642,,,,1,8.503884257
2023-10-16,2673,8,0,0,8,0.3,Infosys,Offerings,https://twitter.com/Infosys/status/1713879970802434489,"Building the AI & Data Economy has its challenges, but when its potential is realized, our clients transcend industry boundaries and create new value chains in this digital era. Read more by 
@sunil_infy
 in 
@Spiceworks
. http://bit.ly/3Q00xAY #DataEconomy #InfosysTopaz",1,Joy,center-right,2.437037037,"Person, Person",2,Person,center-right,4.732230906,Person,center-right,5.683949021,184,steelblue,,,,,,,,,,,2,10.41617993
2023-10-19,947,2,0,0,2,0.22,Infosys,Thought Leader,https://twitter.com/Infosys/status/1714944486915047791,".
@shambhulingayya
, Infosys, encourages security as a culture among the workforce and shares some key practices to be adopted by enterprises to implement a robust cybersecurity framework. Read more. http://bit.ly/3rDmZIf #fortifycyber #cybersecurity",1,Joy,center-right,2.64962963,"Person, Glasses",2,Person,center-right,6.381146286,Glasses,center-right,0.9637234687,114,goldenrod,,,,Infosys,Infosys,top-left,1.508395062,,,,1,6.381146286
2023-10-23,3515,12,0,0,12,0.35,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1716311571121713224,"Infosys’ annual reports win big at the LACP!

Our Integrated, ESG, and CSR Reports for FY 2022-23 have won platinum at the 2022 Vision Awards Annual Report Competition conducted by the LACP, ranking us #31 in their top 100 worldwide ranking! We are honored to also be the only Indian company in the IT services sector to win platinum for all three of our reports.

#NavigateYourNext | #InfosysESG | #ESGIsAnOpportunity | #csr",,,,,"Building, Building, Building",3,Building,bottom-center,7.104136275,Building,bottom-right,9.72909664,164,cornflowerblue,,,,Infosys,Infosys,top-left,1.624444444,,,,0,0
2023-10-24,2448,10,0,0,10,0.41,Infosys,Thought Leader,https://twitter.com/Infosys/status/1716703574397223360,"Read this blog by 
@Puri_Rajiv
 and Shruti Badal to gain insights about autonomous mining trucks and Infosys' role in the #autonomous vehicle landscape. http://infy.com/46FUcC1",1,Joy,center-right,2.351111111,"Person, Glasses, Clothing",3,Person,center-right,5.448147003,Glasses,center-right,0.8895666457,129,lightseagreen,,,,Infosys,Infosys,top-left,1.42,,,,1,5.448147003
2023-10-24,2773,12,1,0,13,0.47,Infosys,Offerings,https://twitter.com/Infosys/status/1716711124949754013,"#CX is key to digital transformation. Salesforce can help you deliver a seamless and personalized customer experience across all channels.

Read the blog post by Anand Krishna to learn more: http://infy.com/46HTKmz

#InfosysCobalt 
@simplusnow
 
@FluidoTweets",,,,,Packaged goods,1,Packaged goods,center-right,36.82454151,,,,105,peru,,,,,,,,,,,0,0
2023-10-24,2949,15,1,0,16,0.55,Infosys,Awards & Recognition,https://twitter.com/Infosys/status/1716688475569664444,"We are pleased to share that #InfosysTopaz received 2 awards, for the 2nd year in a row, at #CogXAwards2023: Outstanding Achievements & Research Contributions - Enterprise Adoption of AI & Best Innovation - Robotics & Automation. Read more! http://infy.com/3FrAGgn 
@CogX_Festival",1,Joy,center-right,2.833580247,"Person, Person, Packaged goods",3,Person,center-right,29.24028436,Person,center-right,27.69663273,71,steelblue,,,,,,,,,,,2,56.93691709
2023-10-25,2368,11,1,0,12,0.51,Infosys,Offerings,https://twitter.com/Infosys/status/1717173112276472207,Learn how Infosys can help in upskilling your employees for them to be future ready. http://infy.com/3S8ipfP #InfosysWingspan #Lifelonglearning,2,Joy,top-right,1.784912012,"Person, Couch, Person, Person, Luggage & bags, Pillow, Top",7,Couch,bottom-center,27.54886801,Person,center,26.36849987,75,silver,,,,Infosys,Infosys,top-left,1.604162204,,,,3,70.86553191
2023-10-25,1968,5,0,0,5,0.26,Infosys,Offerings,https://twitter.com/Infosys/status/1717111260934734333,"The Cloud Exchange, developed by Infosys and Cisco, enables an AI-first transformation. 
@Infosys_iki
 explains how this pilot is enabling clients to deploy a fully managed cloud connectivity service. http://infy.com/3sahhO0 #cloudexchange #cloudservice",,,,,"Boxed packaged goods, Houseplant",2,Boxed packaged goods,center-right,27.96802738,Houseplant,bottom-right,3.712839641,113,gray,,,,,,,,,,,0,0
2023-10-16,75100,839,60,0,899,1.2,Infosys,Brand,https://twitter.com/Infosys/status/1713804473129205911,"Infosys announced the inauguration of its latest state-of-the-art development center (DC) in Visakhapatnam, Andhra Pradesh, designed in alignment with Infosys’ future-ready hybrid workplace strategy. Read the press release here. http://infy.com/3Qj2qds #InfyNews",,,,,Building,1,Building,center,77.76181399,,,,82,black,,,,Infosys,Infosys,top-left,1.62654321,,,,0,0
2023-10-17,2475,6,0,0,6,0.25,Infosys,Offerings,https://twitter.com/Infosys/status/1714212157414338641,"The Data+AI Radar surveyed 2,500 AI practitioners from companies with annual revenues exceeding $500 million from 12 industries. Download the report to discover the survey results. http://infy.com/3rRik5v #InfosysTopaz",1,Joy,center-right,1.521111111,"Laptop, Person, Outerwear, Table top, Coat",5,Person,center-right,17.82540813,Laptop,bottom-center,9.290699613,104,darkslategray,,,,,,,,,,,1,17.82540813
2023-10-18,2942,14,0,0,14,0.48,Infosys,Deals,https://twitter.com/Infosys/status/1714598304535708089,"We are pleased to announce that Infosys is expanding its alliance with Google Cloud to help enterprises build AI-powered experiences that leverage #InfosysTopaz offerings and 
@googlecloud
’s #generativeAI solutions. Read more in the press release! http://infy.com/3M5nTnK",,,,,Packaged goods,1,Packaged goods,center-right,4.499483594,,,,121,lightseagreen,,,,,,,,,,,0,0
2023-10-19,1027,2,0,0,2,0.2,Infosys,Offerings,https://twitter.com/Infosys/status/1714936933405630892,"Read the coverage by iTnews on the session by Infosys and 
@Optus
 at #ServiceNowWorldForum Sydney that covers the TSM journey & the #Optus 
@ServiceNow
 Infosys collaboration for greater B2B customer experience. http://bit.ly/3Q5yYpQ #InfosysCobalt",1,Joy,top-right,2.038518519,"Person, Top, Person",3,Person,center-right,23.62262269,Top,center-right,14.05962071,86,darkslategray,,,,,,,,,,,2,46.28650514
2023-10-19,608,3,0,0,3,0.5,Infosys,Offerings,https://twitter.com/Infosys/status/1714956012766028122,"Infosys will work with 
@googlecloud
 to develop a suite of #generativeAI platforms, leveraging the strength and expertise of #InfosysTopaz and #InfosysCobalt in enabling business transformation for enterprises. Find out more! http://infy.com/3ScAzge",1,Joy,center-right,0.6851851852,"Person, Coat",2,Person,center-right,5.740537887,Coat,center-right,3.702055969,276,steelblue,,,,,,,,,,,1,5.740537887
2023-10-23,2584,9,0,0,9,0.35,Infosys,Employee Branding,https://twitter.com/Infosys/status/1716401584383353169,"Matthias enjoys every moment at Infosys thanks to our amazing teamwork, skilled colleagues, and the fantastic office environment. Add more meaning to your career when you work at Infosys. http://infy.com/495JKoN 
#ThisIsInfosys #BuildWhatsNext #Careers",1,Joy,center-left,2.732484076,"Glasses, Person",2,Glasses,center-left,0.9007988786,Person,center-left,8.884776158,192,indianred,,,,Infosys,Infosys,top-left,1.484739915,,,,1,8.884776158
2023-10-23,2406,5,0,0,5,0.21,Infosys,Offerings,https://twitter.com/Infosys/status/1716409135669879018,Businesses want to improve efficiency and accuracy and meet modern-day market requirements with digital transformation across industries. Read the latest article on Revamping Modern Warehouse Management with Cloud Applications in detail to know more. http://bit.ly/3RHqyI1,1,Joy,center-right,2.167407407,"Hat, Person, Laptop, Hat",4,Person,center-right,17.71524785,Hat,top-right,2.629872558,84,darkslategray,,,,Infosys,Infosys,top-left,1.392592593,,,,1,17.71524785
2023-10-23,2410,10,0,0,10,0.42,Infosys,Thought Leader,https://twitter.com/Infosys/status/1716326088748462558,".
@shambhulingayya
, Infosys, talks about the importance of the shared responsibility model to maintain efficient enterprise security and shares key features of an effective security transformation approach. Read more. http://bit.ly/3LZpBqB #fortifycyber #cybersecurity",1,Joy,center-right,2.667777778,"Person, Glasses",2,Person,center-right,6.259051649,Glasses,center-right,0.9683890523,122,lightseagreen,,,,Infosys,Infosys,top-left,1.67308642,,,,1,6.259051649
